treated,trump_approval,video_id,vote_pres_2020,vote_pres_2024,democratic_party_fav,republican_party_fav,trump_fav,biden_fav,text,maxdiff_mean,sample_size,partisanship,persuadability_score
1,0,118.0,Democrat Joe Biden,Republican Donald Trump,Somewhat unfavorable,Somewhat favorable,Somewhat Favorable,Somewhat Unfavorable,"Donald Trump plans to cut assistance that helps homeless families find stable housing and get back on their feet, putting more kids at risk of living on the streets.",0.512046863832189,1056.0,Democrat,0.27614525800544376
1,0,118.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump plans to cut assistance that helps homeless families find stable housing and get back on their feet, putting more kids at risk of living on the streets.",0.512046863832189,1056.0,Independent,0.12371123677516349
1,0,118.0,Democrat Joe Biden,other_did_not_vote,Very unfavorable,Very unfavorable,Very Unfavorable,Very Unfavorable,"Donald Trump plans to cut assistance that helps homeless families find stable housing and get back on their feet, putting more kids at risk of living on the streets.",0.512046863832189,1056.0,Democrat,0.34288608006319343
1,0,118.0,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,"Donald Trump plans to cut assistance that helps homeless families find stable housing and get back on their feet, putting more kids at risk of living on the streets.",0.512046863832189,1056.0,Democrat,0.30662234926177423
1,1,118.0,Democrat Joe Biden,Republican Donald Trump,Very unfavorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,"Donald Trump plans to cut assistance that helps homeless families find stable housing and get back on their feet, putting more kids at risk of living on the streets.",0.512046863832189,1056.0,Republican,0.5678886498144726
1,0,118.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Very Favorable,"Donald Trump plans to cut assistance that helps homeless families find stable housing and get back on their feet, putting more kids at risk of living on the streets.",0.512046863832189,1056.0,Independent,0.4112369322563635
1,1,118.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,"Donald Trump plans to cut assistance that helps homeless families find stable housing and get back on their feet, putting more kids at risk of living on the streets.",0.512046863832189,1056.0,Republican,0.35288053472085845
1,1,118.0,Republican Donald Trump,Republican Donald Trump,Somewhat unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,"Donald Trump plans to cut assistance that helps homeless families find stable housing and get back on their feet, putting more kids at risk of living on the streets.",0.512046863832189,1056.0,Republican,0.6160088814551935
1,0,118.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump plans to cut assistance that helps homeless families find stable housing and get back on their feet, putting more kids at risk of living on the streets.",0.512046863832189,1056.0,Republican,0.30544289666306523
1,1,118.0,Democrat Joe Biden,Republican Donald Trump,Somewhat favorable,Somewhat favorable,Very Favorable,Very Favorable,"Donald Trump plans to cut assistance that helps homeless families find stable housing and get back on their feet, putting more kids at risk of living on the streets.",0.512046863832189,1056.0,Independent,0.4683636084588615
1,0,118.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Very Unfavorable,"Donald Trump plans to cut assistance that helps homeless families find stable housing and get back on their feet, putting more kids at risk of living on the streets.",0.512046863832189,1056.0,Independent,0.8189976243429884
1,1,118.0,Republican Donald Trump,Republican Donald Trump,Somewhat unfavorable,Somewhat favorable,Somewhat Favorable,Somewhat Unfavorable,"Donald Trump plans to cut assistance that helps homeless families find stable housing and get back on their feet, putting more kids at risk of living on the streets.",0.512046863832189,1056.0,Independent,0.40531110262443737
1,1,118.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,"Donald Trump plans to cut assistance that helps homeless families find stable housing and get back on their feet, putting more kids at risk of living on the streets.",0.512046863832189,1056.0,Independent,0.13127828046820234
1,1,118.0,other_did_not_vote,other_did_not_vote,Very unfavorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,"Donald Trump plans to cut assistance that helps homeless families find stable housing and get back on their feet, putting more kids at risk of living on the streets.",0.512046863832189,1056.0,Independent,0.554619510945399
1,0,118.0,other_did_not_vote,other_did_not_vote,Somewhat favorable,Somewhat unfavorable,Somewhat Unfavorable,Somewhat Favorable,"Donald Trump plans to cut assistance that helps homeless families find stable housing and get back on their feet, putting more kids at risk of living on the streets.",0.512046863832189,1056.0,Democrat,0.196595793558469
1,1,118.0,Republican Donald Trump,Republican Donald Trump,Somewhat unfavorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,"Donald Trump plans to cut assistance that helps homeless families find stable housing and get back on their feet, putting more kids at risk of living on the streets.",0.512046863832189,1056.0,Republican,0.047346753098935324
1,1,118.0,other_did_not_vote,other_did_not_vote,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,"Donald Trump plans to cut assistance that helps homeless families find stable housing and get back on their feet, putting more kids at risk of living on the streets.",0.512046863832189,1056.0,Republican,0.36698598074122535
1,0,118.0,Democrat Joe Biden,Democrat Kamala Harris,Very unfavorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump plans to cut assistance that helps homeless families find stable housing and get back on their feet, putting more kids at risk of living on the streets.",0.512046863832189,1056.0,Independent,0.9804511045160653
1,0,118.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump plans to cut assistance that helps homeless families find stable housing and get back on their feet, putting more kids at risk of living on the streets.",0.512046863832189,1056.0,Independent,0.846942097002112
1,1,118.0,other_did_not_vote,Republican Donald Trump,Somewhat favorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,"Donald Trump plans to cut assistance that helps homeless families find stable housing and get back on their feet, putting more kids at risk of living on the streets.",0.512046863832189,1056.0,Independent,0.7134099692444413
1,1,118.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,"Donald Trump plans to cut assistance that helps homeless families find stable housing and get back on their feet, putting more kids at risk of living on the streets.",0.512046863832189,1056.0,Independent,0.5856770075452362
1,0,118.0,other_did_not_vote,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump plans to cut assistance that helps homeless families find stable housing and get back on their feet, putting more kids at risk of living on the streets.",0.512046863832189,1056.0,Democrat,0.000883788178265621
1,1,118.0,other_did_not_vote,Republican Donald Trump,Very unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,"Donald Trump plans to cut assistance that helps homeless families find stable housing and get back on their feet, putting more kids at risk of living on the streets.",0.512046863832189,1056.0,Republican,0.6547764994717665
1,1,118.0,Republican Donald Trump,Republican Donald Trump,Somewhat favorable,Somewhat unfavorable,Somewhat Favorable,Very Unfavorable,"Donald Trump plans to cut assistance that helps homeless families find stable housing and get back on their feet, putting more kids at risk of living on the streets.",0.512046863832189,1056.0,Democrat,0.07338819194030011
1,0,118.0,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,"Donald Trump plans to cut assistance that helps homeless families find stable housing and get back on their feet, putting more kids at risk of living on the streets.",0.512046863832189,1056.0,Democrat,0.41586519631268826
1,1,118.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,"Donald Trump plans to cut assistance that helps homeless families find stable housing and get back on their feet, putting more kids at risk of living on the streets.",0.512046863832189,1056.0,Republican,0.05389678622659011
1,1,118.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,"Donald Trump plans to cut assistance that helps homeless families find stable housing and get back on their feet, putting more kids at risk of living on the streets.",0.512046863832189,1056.0,Independent,0.39410336692012016
1,1,42.0,Democrat Joe Biden,Democrat Kamala Harris,Very unfavorable,Very unfavorable,Somewhat Favorable,Very Unfavorable,Donald Trump's cuts to local governments would force many towns to shut down senior centers where elderly neighbors get meals and stay connected to their community.,0.514283356866863,977.0,Independent,0.9189596175255486
1,0,42.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Very Favorable,Donald Trump's cuts to local governments would force many towns to shut down senior centers where elderly neighbors get meals and stay connected to their community.,0.514283356866863,977.0,Democrat,0.4230379516287054
